-0.91044,0,-0.413756,0,0,1,0,0,0.413756,0,-0.91044,0,23.5197,0,-0.199731,1|
-0.997834,0,-0.0665081,0,0,1,0,0,0.0665081,0,-0.997834,0,23.6594,0,-0.19042,1|
-0.997834,0,-0.0665081,0,0,1,0,0,0.0665081,0,-0.997834,0,24.0187,0,-0.166477,1|
-0.997834,0,-0.0665081,0,0,1,0,0,0.0665081,0,-0.997834,0,24.4577,0,-0.137213,1|
-0.997834,0,-0.0665081,0,0,1,0,0,0.0665081,0,-0.997834,0,24.8369,0,-0.11194,1|
-0.997834,0,-0.0665081,0,0,1,0,0,0.0665081,0,-0.997834,0,25.0963,0,-0.0946479,1|
-0.940594,0,-0.339675,0,0,1,0,0,0.339675,0,-0.940594,0,25.1961,0,-0.0879971,1|
-0.832893,0,-0.553521,0,0,1,0,0,0.553521,0,-0.832893,0,25.1961,0,-0.0879971,1|
-0.584511,0,-0.811446,0,0,1,0,0,0.811446,0,-0.584511,0,25.3847,0,0.0603976,1|
-0.3375,0,-0.941378,0,0,1,0,0,0.941378,0,-0.3375,0,25.5601,0,0.303831,1|
-0.3375,0,-0.941378,0,0,1,0,0,0.941378,0,-0.3375,0,25.5601,0,0.303831,1|
-0.3375,0,-0.941378,0,0,1,0,0,0.941378,0,-0.3375,0,25.6276,0,0.492107,1|
-0.0642014,0,-0.997986,0,0,1,0,0,0.997986,0,-0.0642014,0,25.7018,0,0.69921,1|
-0.0642014,0,-0.997986,0,0,1,0,0,0.997986,0,-0.0642014,0,25.7018,0,0.69921,1|
-0.104059,0,-0.994621,0,0,1,0,0,0.994621,0,-0.104059,0,25.7532,0,1.23671,1|
-0.104059,0,-0.994621,0,0,1,0,0,0.994621,0,-0.104059,0,25.7845,0,1.5351,1|
-0.104059,0,-0.994621,0,0,1,0,0,0.994621,0,-0.104059,0,25.8136,0,1.81359,1|
-0.104059,0,-0.994621,0,0,1,0,0,0.994621,0,-0.104059,0,25.8448,0,2.11198,1|
-0.104059,0,-0.994621,0,0,1,0,0,0.994621,0,-0.104059,0,25.876,0,2.41036,1|
-0.104059,0,-0.994621,0,0,1,0,0,0.994621,0,-0.104059,0,25.901,0,2.64907,1|
-0.104059,0,-0.994621,0,0,1,0,0,0.994621,0,-0.104059,0,25.9405,0,3.02703,1|
-0.104059,0,-0.994621,0,0,1,0,0,0.994621,0,-0.104059,0,26.003,0,3.6238,1|
-0.104059,0,-0.994621,0,0,1,0,0,0.994621,0,-0.104059,0,26.0404,0,3.98187,1|
-0.104059,0,-0.994621,0,0,1,0,0,0.994621,0,-0.104059,0,26.0716,0,4.28025,1|
-0.104059,0,-0.994621,0,0,1,0,0,0.994621,0,-0.104059,0,26.1153,0,4.69799,1|
0.510519,0,-0.859926,0,0,1,0,0,0.859926,0,0.510519,0,25.9111,0,5.04196,1|
0.889321,0,-0.457396,0,0,1,0,0,0.457396,0,0.889321,0,25.6865,0,5.42033,1|
0.889321,0,-0.457396,0,0,1,0,0,0.457396,0,0.889321,0,25.0996,0,5.72222,1|
0.999438,0,-0.0350332,0,0,1,0,0,0.0350332,0,0.999438,0,24.8683,0,5.84114,1|
0.999438,0,-0.0350332,0,0,1,0,0,0.0350332,0,0.999438,0,23.8289,0,5.87757,1|
0.999438,0,-0.0350332,0,0,1,0,0,0.0350332,0,0.999438,0,23.1293,0,5.90208,1|
0.999438,0,-0.0350332,0,0,1,0,0,0.0350332,0,0.999438,0,22.5496,0,5.9224,1|
0.999438,0,-0.0350332,0,0,1,0,0,0.0350332,0,0.999438,0,21.9499,0,5.94341,1|
0.999438,0,-0.0350332,0,0,1,0,0,0.0350332,0,0.999438,0,21.2503,0,5.96793,1|
0.999438,0,-0.0350332,0,0,1,0,0,0.0350332,0,0.999438,0,20.3308,0,6.00015,1|
0.999438,0,-0.0350332,0,0,1,0,0,0.0350332,0,0.999438,0,19.5313,0,6.02817,1|
0.999438,0,-0.0350332,0,0,1,0,0,0.0350332,0,0.999438,0,18.9516,0,6.04848,1|
0.999438,0,-0.0350332,0,0,1,0,0,0.0350332,0,0.999438,0,18.4119,0,6.06739,1|
0.999438,0,-0.0350332,0,0,1,0,0,0.0350332,0,0.999438,0,17.8922,0,6.08561,1|
0.999438,0,-0.0350332,0,0,1,0,0,0.0350332,0,0.999438,0,17.4724,0,6.10032,1|
